,reference_number,watch_URL,type,brand,year_introduced,parent_model,specific_model,nickname,marketing_name,style,currency,price,image_URL,made_in,case_shape,case_material,case_finish,caseback,diameter,between_lugs,lug_to_lug,case_thickness,bezel_material,bezel_color,crystal,water_resistance,weight,dial_color,numerals,bracelet_material,bracelet_color,clasp_type,movement,caliber,power_reserve,frequency,jewels,features,description,short_description
0,s502-dlc-bamford-l-s,https://www.bremont.com//products/s502-dlc-bamford-l-s,,Bremont,,Supermarine > Bremont Bamford Aurora,,Bremont x Bamford: Find Your Light,LIMITED TO 500 PIECES,,USD,5450.0,us.bremont.com/cdn/shop/files/Ecomimage1.webp?v=1708562434&width=1000,United Kingdom,,DLC treated stainless steel Bremont Trip-Tick case construction with uni-directional bezel. Polished sapphire bezel insert with green Super-LumiNova® day section and night numerals. Protective patented anti-shock movement mount. Automatic helium escape valve and crown protector. Diameter: 43mm Length: 51mm Depth: 16.5mmLug Width: 22mm,,DLC treated stainless steel screw-in and decorated case back.,DLC treated stainless steel Bremont Trip-Tick case construction with uni-directional bezel. Polished sapphire bezel insert with green Super-LumiNova® day section and night numerals. Protective patented anti-shock movement mount. Automatic helium escape valve and crown protector. Diameter: 43mm Length: 51mm Depth: 16.5mmLug Width: 22mm,DLC treated stainless steel Bremont Trip-Tick case construction with uni-directional bezel. Polished sapphire bezel insert with green Super-LumiNova® day section and night numerals. Protective patented anti-shock movement mount. Automatic helium escape valve and crown protector. Diameter: 43mm Length: 51mm Depth: 16.5mmLug Width: 22mm,51mm,DLC treated stainless steel Bremont Trip-Tick case construction with uni-directional bezel. Polished sapphire bezel insert with green Super-LumiNova® day section and night numerals. Protective patented anti-shock movement mount. Automatic helium escape valve and crown protector. Diameter: 43mm Length: 51mm Depth: 16.5mmLug Width: 22mm,,,['sapphire crystal'],"50 ATM, 500 metres","LIMITED EDITION




Limited to 500 pieces.",Sandwich dial with green Super-LumiNova®. Matt black hour and minute hands filled with green Super-LumiNova® (green emission). Matt black and gloss green GMT hand filled with green Super-LumiNova® (green emission). Gloss green centre second hand.,Sandwich dial with green Super-LumiNova®. Matt black hour and minute hands filled with green Super-LumiNova® (green emission). Matt black and gloss green GMT hand filled with green Super-LumiNova® (green emission). Gloss green centre second hand.,,,,"Modified Calibre 11 1/2’’’ BE-93-2AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve","Modified Calibre 11 1/2’’’ BE-93-2AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve","Modified Calibre 11 1/2’’’ BE-93-2AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve","Modified Calibre 11 1/2’’’ BE-93-2AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve","Modified Calibre 11 1/2’’’ BE-93-2AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve",Central GMT/Hour/Minute/Seconds,"Bremont and Bamford Watch Department present a spectacular sequel: The Aurora. A fusion of bold design and an unwavering passion to create the world’s greatest tool watches. Inspired by the spirit of discovery and adventure presented in chasing the Aurora Borealis or Northern Lights, Bremont and Bamford Watch Dept. introduce a luminescent limited edition Supermarine GMT, imbued with each brand’s distinct DNA.The Bremont Bamford Aurora is a limited edition of 500 pieces and presents a mission-ready and highly tactical design from the Supermarine collection, with GMT functionality and anti-shock protection. The design is defined by the striking all-black finish with a bold application of entrancing green emission Super-LumiNova®, reminiscent of the Aurora Borealis’ dancing ribbons of light, which captivate and inspire.The 43mm Stainless Steel DLC-coated Trip-Tick case is complimented by a bi-coloured polished Sapphire 24-hour bezel for day and night indication, and a luminous California sandwich dial design. Vibrant green Super-LumiNova® permeates the design from the bezel to the cut-out numerals creating a highly legible dial with increased luminosity because of its ‘layered’ dial construction.Turning the watch over reveals a DLC-coated decorated case-back and the strap is finished in black nubuck leather with green stitching and DLC-coated pin buckle to match.","Hand built to order. Estimated dispatch in 1 - 2 weeks. We will contact you directly if for any reason delivery may take longer.      Introducing the Bremont Bamford Aurora: a limited edition Supermarine GMT watch of 500 pieces, combining tactical prowess with striking design. Inspired by the enchanting Aurora Borealis, its all-black DLC-coated case is illuminated by vibrant green Super-LumiNova®. With anti-shock protection and GMT functionality, this watch is as rugged as it is stylish. Join the adventure with the Bremont Bamford Aurora — a bold statement of exploration and precision."
1,w-apexii-bkr-s,https://www.bremont.com//products/w-apexii-bkr-s,,Bremont,,Supermarine > Waterman Apex II,,Tested by globally renowned waterman Laird Hamilton,LIMITED EDITION,,USD,5150.0,us.bremont.com/cdn/shop/files/ProductPageContent-WatermanxpexII-BK-R_Productimage1.webp?v=1699439074&width=1000,United Kingdom,,Stainless steel Bremont Trip-Tick® case construction with scratch resistant DLC treated case barrelBlack ceramic uni-directional 24 Hour bezelProtective patented antishock movement mountAutomatic helium escape valve and crown protectorScrew down crown Diameter: 43mm Length: 51mm Depth:16.5mmLug Width: 22mm,,Stainless steel screw-in and decorated closed case back,Stainless steel Bremont Trip-Tick® case construction with scratch resistant DLC treated case barrelBlack ceramic uni-directional 24 Hour bezelProtective patented antishock movement mountAutomatic helium escape valve and crown protectorScrew down crown Diameter: 43mm Length: 51mm Depth:16.5mmLug Width: 22mm,Stainless steel Bremont Trip-Tick® case construction with scratch resistant DLC treated case barrelBlack ceramic uni-directional 24 Hour bezelProtective patented antishock movement mountAutomatic helium escape valve and crown protectorScrew down crown Diameter: 43mm Length: 51mm Depth:16.5mmLug Width: 22mm,51mm,Stainless steel Bremont Trip-Tick® case construction with scratch resistant DLC treated case barrelBlack ceramic uni-directional 24 Hour bezelProtective patented antishock movement mountAutomatic helium escape valve and crown protectorScrew down crown Diameter: 43mm Length: 51mm Depth:16.5mmLug Width: 22mm,,,['sapphire crystal'],"Water resistance50 ATM, 500 metres","Weight




115g (watch head only)","Dial & handsBlack metal dial with nickel plated applied indexes, filled with white Super-LumiNova® (Blue emission)Blue dial ring with minutes trackClassic raised central section with decorative patterningDate window at 3 Hour positionPolished nickel plated hour, minute and second hands filled with white Super-LumiNova® (Blue emission)Polished nickel plated GMT hand with orange tip, filled with white Super-LumiNova® (Green Emission)","Dial & handsBlack metal dial with nickel plated applied indexes, filled with white Super-LumiNova® (Blue emission)Blue dial ring with minutes trackClassic raised central section with decorative patterningDate window at 3 Hour positionPolished nickel plated hour, minute and second hands filled with white Super-LumiNova® (Blue emission)Polished nickel plated GMT hand with orange tip, filled with white Super-LumiNova® (Green Emission)",,,,"Modified Calibre 11 1/2’’’ BE-932AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve.","Modified Calibre 11 1/2’’’ BE-932AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve.","Modified Calibre 11 1/2’’’ BE-932AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve.","Modified Calibre 11 1/2’’’ BE-932AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve.","Modified Calibre 11 1/2’’’ BE-932AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve.",Central Hour/Minute/Seconds/GMTDate at 3 Hour,"Bremont has released the Waterman Apex II in collaboration with brand ambassador Laird Hamilton, a celebrated innovator and guiding genius of crossover board sports including tow-in surfing, stand-up paddle boarding and hydrofoil boarding. Laird is the ultimate waterman who continuously pushes himself beyond limits and expands all possibilities within the sport.The limited edition features a matte black dial decorated with a shark fin motif amongst waves and framed by a new Harbour Blue dial flange which reprises its Harbour Blue integrated rubber strap. The Super-LumiNova® filled applied indexes and hands are complemented by accents of vibrant orange, from the outline of the GMT hand, across key markers on the inner bezel through to the ‘Waterman’ wordmark on the dial.Available on Black Integrated Rubber, Harbour Blue Integrated Rubber or Stainless Steel Bracelet.","The Waterman Apex II is a high-performance mechanical dive watch tested by Laird Hamilton, arguably the greatest big wave surfer of all time. Limited to 350 pieces, the 43mm stainless steel dive watch features an automatic movement with 50-hour power reserve, 24-hour ceramic uni-directional rotating bezel and protective features such as an antishock movement mount and automatic helium escape valve.Black integrated rubber strap with pin buckle clasp. Standard length strap, fits 16.5cm to 22cm wrists."
2,w-apexii-hbr-s,https://www.bremont.com//products/w-apexii-hbr-s,,Bremont,,Supermarine > Waterman Apex II,,Tested by globally renowned waterman Laird Hamilton,LIMITED EDITION,,USD,5150.0,us.bremont.com/cdn/shop/files/ProductPageContent-WatermanxpexIIBlue-R_Productimage1.webp?v=1699439073&width=1000,United Kingdom,,Stainless steel Bremont Trip-Tick® case construction with scratch resistant DLC treated case barrelBlack ceramic uni-directional 24 Hour bezelProtective patented antishock movement mountAutomatic helium escape valve and crown protectorScrew down crown Diameter: 43mm Length: 51mm Depth:16.5mmLug Width: 22mm,,Stainless steel screw-in and decorated closed case back,Stainless steel Bremont Trip-Tick® case construction with scratch resistant DLC treated case barrelBlack ceramic uni-directional 24 Hour bezelProtective patented antishock movement mountAutomatic helium escape valve and crown protectorScrew down crown Diameter: 43mm Length: 51mm Depth:16.5mmLug Width: 22mm,Stainless steel Bremont Trip-Tick® case construction with scratch resistant DLC treated case barrelBlack ceramic uni-directional 24 Hour bezelProtective patented antishock movement mountAutomatic helium escape valve and crown protectorScrew down crown Diameter: 43mm Length: 51mm Depth:16.5mmLug Width: 22mm,51mm,Stainless steel Bremont Trip-Tick® case construction with scratch resistant DLC treated case barrelBlack ceramic uni-directional 24 Hour bezelProtective patented antishock movement mountAutomatic helium escape valve and crown protectorScrew down crown Diameter: 43mm Length: 51mm Depth:16.5mmLug Width: 22mm,,,['sapphire crystal'],"Water resistance50 ATM, 500 metres","Weight




115g (watch head only)","Dial & handsBlack metal dial with nickel plated applied indexes, filled with white Super-LumiNova® (Blue emission)Blue dial ring with minutes trackClassic raised central section with decorative patterningDate window at 3 Hour positionPolished nickel plated hour, minute and second hands filled with white Super-LumiNova® (Blue emission)Polished nickel plated GMT hand with orange tip, filled with white Super-LumiNova® (Green Emission)","Dial & handsBlack metal dial with nickel plated applied indexes, filled with white Super-LumiNova® (Blue emission)Blue dial ring with minutes trackClassic raised central section with decorative patterningDate window at 3 Hour positionPolished nickel plated hour, minute and second hands filled with white Super-LumiNova® (Blue emission)Polished nickel plated GMT hand with orange tip, filled with white Super-LumiNova® (Green Emission)",,,,"Modified Calibre 11 1/2’’’ BE-932AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve.","Modified Calibre 11 1/2’’’ BE-932AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve.","Modified Calibre 11 1/2’’’ BE-932AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve.","Modified Calibre 11 1/2’’’ BE-932AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve.","Modified Calibre 11 1/2’’’ BE-932AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve.",Central Hour/Minute/Seconds/GMTDate at 3 Hour,"Bremont has released the Waterman Apex II in collaboration with brand ambassador Laird Hamilton, a celebrated innovator and guiding genius of crossover board sports including tow-in surfing, stand-up paddle boarding and hydrofoil boarding. Laird is the ultimate waterman who continuously pushes himself beyond limits and expands all possibilities within the sport.The limited edition features a matte black dial decorated with a shark fin motif amongst waves and framed by a new Harbour Blue dial flange which reprises its Harbour Blue integrated rubber strap. The Super-LumiNova® filled applied indexes and hands are complemented by accents of vibrant orange, from the outline of the GMT hand, across key markers on the inner bezel through to the ‘Waterman’ wordmark on the dial.Available on Black Integrated Rubber, Harbour Blue Integrated Rubber or Stainless Steel Bracelet.","The Waterman Apex II is a high-performance mechanical dive watch tested by Laird Hamilton, arguably the greatest big wave surfer of all time. Limited to 350 pieces, the 43mm stainless steel dive watch features an automatic movement with 50-hour power reserve, 24-hour ceramic uni-directional rotating bezel and protective features such as an antishock movement mount and automatic helium escape valve.Blue integrated rubber strap with pin buckle clasp. Standard length strap, fits 16.5cm to 22cm wrists."
3,w-apexii-b,https://www.bremont.com//products/w-apexii-b,,Bremont,,Supermarine > Waterman Apex II,,Tested by globally renowned waterman Laird Hamilton,LIMITED EDITION,,USD,5600.0,us.bremont.com/cdn/shop/files/ProductPageContent-WatermanxpexII-BR_Productimage1.webp?v=1699439077&width=1000,United Kingdom,,Stainless steel Bremont Trip-Tick® case construction with scratch resistant DLC treated case barrelBlack ceramic uni-directional 24 Hour bezelProtective patented antishock movement mountAutomatic helium escape valve and crown protectorScrew down crown Diameter: 43mm Length: 51mm Depth:16.5mmLug Width: 22mm,,Stainless steel screw-in and decorated closed case back,Stainless steel Bremont Trip-Tick® case construction with scratch resistant DLC treated case barrelBlack ceramic uni-directional 24 Hour bezelProtective patented antishock movement mountAutomatic helium escape valve and crown protectorScrew down crown Diameter: 43mm Length: 51mm Depth:16.5mmLug Width: 22mm,Stainless steel Bremont Trip-Tick® case construction with scratch resistant DLC treated case barrelBlack ceramic uni-directional 24 Hour bezelProtective patented antishock movement mountAutomatic helium escape valve and crown protectorScrew down crown Diameter: 43mm Length: 51mm Depth:16.5mmLug Width: 22mm,51mm,Stainless steel Bremont Trip-Tick® case construction with scratch resistant DLC treated case barrelBlack ceramic uni-directional 24 Hour bezelProtective patented antishock movement mountAutomatic helium escape valve and crown protectorScrew down crown Diameter: 43mm Length: 51mm Depth:16.5mmLug Width: 22mm,,,['sapphire crystal'],"Water resistance50 ATM, 500 metres","Weight




115g (watch head only)","Dial & handsBlack metal dial with nickel plated applied indexes, filled with white Super-LumiNova® (Blue emission)Blue dial ring with minutes trackClassic raised central section with decorative patterningDate window at 3 Hour positionPolished nickel plated hour, minute and second hands filled with white Super-LumiNova® (Blue emission)Polished nickel plated GMT hand with orange tip, filled with white Super-LumiNova® (Green Emission)","Dial & handsBlack metal dial with nickel plated applied indexes, filled with white Super-LumiNova® (Blue emission)Blue dial ring with minutes trackClassic raised central section with decorative patterningDate window at 3 Hour positionPolished nickel plated hour, minute and second hands filled with white Super-LumiNova® (Blue emission)Polished nickel plated GMT hand with orange tip, filled with white Super-LumiNova® (Green Emission)",,,,"Modified Calibre 11 1/2’’’ BE-932AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve.","Modified Calibre 11 1/2’’’ BE-932AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve.","Modified Calibre 11 1/2’’’ BE-932AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve.","Modified Calibre 11 1/2’’’ BE-932AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve.","Modified Calibre 11 1/2’’’ BE-932AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve.",Central Hour/Minute/Seconds/GMTDate at 3 Hour,"Bremont has released the Waterman Apex II in collaboration with brand ambassador Laird Hamilton, a celebrated innovator and guiding genius of crossover board sports including tow-in surfing, stand-up paddle boarding and hydrofoil boarding. Laird is the ultimate waterman who continuously pushes himself beyond limits and expands all possibilities within the sport.The limited edition features a matte black dial decorated with a shark fin motif amongst waves and framed by a new Harbour Blue dial flange which reprises its Harbour Blue integrated rubber strap. The Super-LumiNova® filled applied indexes and hands are complemented by accents of vibrant orange, from the outline of the GMT hand, across key markers on the inner bezel through to the ‘Waterman’ wordmark on the dial.Available on Black Integrated Rubber, Harbour Blue Integrated Rubber or Stainless Steel Bracelet.","Hand built to order. Estimated dispatch in 2 weeks. We will contact you directly if for any reason delivery may take longer.      The Waterman Apex II is a high-performance mechanical dive watch tested by Laird Hamilton, arguably the greatest big wave surfer of all time. Limited to 350 pieces, the 43mm stainless steel dive watch features an automatic movement with 50-hour power reserve, 24-hour ceramic uni-directional rotating bezel and protective features such as an antishock movement mount and automatic helium escape valve.Stainless steel bracelet."
4,s502-bk-l-s,https://www.bremont.com//products/s502-bk-l-s,,Bremont,,Supermarine > S502,,A high-performance dive watch,NEW,,USD,4900.0,us.bremont.com/cdn/shop/files/ProductPageContent502_Productimage1.webp?v=1699439073&width=1000,United Kingdom,,Stainless steel Bremont Trip-Tick® case construction with scratch resistant DLC treated case barrelBlack ceramic uni-directional 24 Hour bezelProtective patented antishock movement mountAutomatic helium escape valve and crown protectorScrew down crown Diameter: 43mm Length: 51mm Depth:16.5mmLug Width: 22mm,,Stainless steel screw-in and decorated closed case back,Stainless steel Bremont Trip-Tick® case construction with scratch resistant DLC treated case barrelBlack ceramic uni-directional 24 Hour bezelProtective patented antishock movement mountAutomatic helium escape valve and crown protectorScrew down crown Diameter: 43mm Length: 51mm Depth:16.5mmLug Width: 22mm,Stainless steel Bremont Trip-Tick® case construction with scratch resistant DLC treated case barrelBlack ceramic uni-directional 24 Hour bezelProtective patented antishock movement mountAutomatic helium escape valve and crown protectorScrew down crown Diameter: 43mm Length: 51mm Depth:16.5mmLug Width: 22mm,51mm,Stainless steel Bremont Trip-Tick® case construction with scratch resistant DLC treated case barrelBlack ceramic uni-directional 24 Hour bezelProtective patented antishock movement mountAutomatic helium escape valve and crown protectorScrew down crown Diameter: 43mm Length: 51mm Depth:16.5mmLug Width: 22mm,,,['sapphire crystal'],"50 ATM, 500 metres","Weight




115g (watch head only)","Black metal dial with nickel plated applied indexes, filled with vintage Super LumiNova® (Blue emission)Black dial ring with minutes trackBremont classic raised central sectionDate window at 3 Hour positionPolished nickel plated hour, minute and second hands filled with vintage Super-LumiNova® (Blue emission)Polished nickel plated GMT hand with orange tip, filled with vintage Super-LumiNova® (Green Emission)","Black metal dial with nickel plated applied indexes, filled with vintage Super LumiNova® (Blue emission)Black dial ring with minutes trackBremont classic raised central sectionDate window at 3 Hour positionPolished nickel plated hour, minute and second hands filled with vintage Super-LumiNova® (Blue emission)Polished nickel plated GMT hand with orange tip, filled with vintage Super-LumiNova® (Green Emission)",,,,"Modified Calibre 11 1/2’’’ BE-932AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve","Modified Calibre 11 1/2’’’ BE-932AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve","Modified Calibre 11 1/2’’’ BE-932AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve","Modified Calibre 11 1/2’’’ BE-932AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve","Modified Calibre 11 1/2’’’ BE-932AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve",Central Hour/Minute/Seconds/GMTDate at 3 Hour,"Technical features for the S502 not only include its GMT functionality but also its deep-diving features with 500m water resistance and an automatic helium escape valve with a screw-down crown. The technical design aesthetic of the watch is complemented by Bremont’s vintage Super-LumiNova® which can be seen on the black ceramic unidirectional bezel featuring 24 hour markers.Encased in a robust 43mm stainless steel Bremont Trip-Tick case with a domed anti-reflective, scratch resistant sapphire crystal and 24 hour uni-directional rotating bezel. Powered by a modified calibre BE-932AV automatic movement, chronometer rated to ISO 3159 standard.Available on Vintage Brown Leather, Black Integrated Rubber or Stainless Steel Bracelet.","The Supermarine S502 is a mission-ready mechanical timepiece with GMT function, 50-hour power reserve and 500m water resistance. Built from a desire to create a fit for purpose technical dive watch that was inspired by, and suited to, the brand’s adventure-based roots.Brown vintage leather strap with pin buckle clasp. Standard length strap, fits 16.5cm to 19.5cm wrists."
5,s502-bk-r-s,https://www.bremont.com//products/s502-bk-r-s,,Bremont,,Supermarine > S502,,A high-performance dive watch,NEW,,USD,4900.0,us.bremont.com/cdn/shop/files/ProductPageContent502_Productimage1_261d2009-5d77-48a1-951e-7a8bd9440d27.webp?v=1699439073&width=1000,United Kingdom,,Stainless steel Bremont Trip-Tick® case construction with scratch resistant DLC treated case barrelBlack ceramic uni-directional 24 Hour bezelProtective patented antishock movement mountAutomatic helium escape valve and crown protectorScrew down crown Diameter: 43mm Length: 51mm Depth:16.5mmLug Width: 22mm,,Stainless steel screw-in and decorated closed case back,Stainless steel Bremont Trip-Tick® case construction with scratch resistant DLC treated case barrelBlack ceramic uni-directional 24 Hour bezelProtective patented antishock movement mountAutomatic helium escape valve and crown protectorScrew down crown Diameter: 43mm Length: 51mm Depth:16.5mmLug Width: 22mm,Stainless steel Bremont Trip-Tick® case construction with scratch resistant DLC treated case barrelBlack ceramic uni-directional 24 Hour bezelProtective patented antishock movement mountAutomatic helium escape valve and crown protectorScrew down crown Diameter: 43mm Length: 51mm Depth:16.5mmLug Width: 22mm,51mm,Stainless steel Bremont Trip-Tick® case construction with scratch resistant DLC treated case barrelBlack ceramic uni-directional 24 Hour bezelProtective patented antishock movement mountAutomatic helium escape valve and crown protectorScrew down crown Diameter: 43mm Length: 51mm Depth:16.5mmLug Width: 22mm,,,['sapphire crystal'],"50 ATM, 500 metres","Weight




115g (watch head only)","Black metal dial with nickel plated applied indexes, filled with vintage Super LumiNova® (Blue emission)Black dial ring with minutes trackBremont classic raised central sectionDate window at 3 Hour positionPolished nickel plated hour, minute and second hands filled with vintage Super-LumiNova® (Blue emission)Polished nickel plated GMT hand with orange tip, filled with vintage Super-LumiNova® (Green Emission)","Black metal dial with nickel plated applied indexes, filled with vintage Super LumiNova® (Blue emission)Black dial ring with minutes trackBremont classic raised central sectionDate window at 3 Hour positionPolished nickel plated hour, minute and second hands filled with vintage Super-LumiNova® (Blue emission)Polished nickel plated GMT hand with orange tip, filled with vintage Super-LumiNova® (Green Emission)",,,,"Modified Calibre 11 1/2’’’ BE-932AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve","Modified Calibre 11 1/2’’’ BE-932AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve","Modified Calibre 11 1/2’’’ BE-932AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve","Modified Calibre 11 1/2’’’ BE-932AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve","Modified Calibre 11 1/2’’’ BE-932AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve",Central Hour/Minute/Seconds/GMTDate at 3 Hour,"Technical features for the S502 not only include its GMT functionality but also its deep-diving features with 500m water resistance and an automatic helium escape valve with a screw-down crown. The technical design aesthetic of the watch is complemented by Bremont’s vintage Super-LumiNova® which can be seen on the black ceramic unidirectional bezel featuring 24 hour markers.Encased in a robust 43mm stainless steel Bremont Trip-Tick case with a domed anti-reflective, scratch resistant sapphire crystal and 24 hour uni-directional rotating bezel. Powered by a modified calibre BE-932AV automatic movement, chronometer rated to ISO 3159 standard.Available on Vintage Brown Leather, Black Integrated Rubber or Stainless Steel Bracelet.","The Supermarine S502 is a mission-ready mechanical timepiece with GMT function, 50-hour power reserve and 500m water resistance. Built from a desire to create a fit for purpose technical dive watch that was inspired by, and suited to, the brand’s adventure-based roots.Black integrated rubber strap with pin buckle clasp. Standard length strap, fits 16.5cm to 22cm wrists."
6,s502-bk-b,https://www.bremont.com//products/s502-bk-b,,Bremont,,Supermarine > S502,,A high-performance dive watch,NEW,,USD,5350.0,us.bremont.com/cdn/shop/files/ProductPageContent502_Productimage1_271c536e-5bd4-438e-a985-6e763627b04b.webp?v=1699439075&width=1000,United Kingdom,,Stainless steel Bremont Trip-Tick® case construction with scratch resistant DLC treated case barrelBlack ceramic uni-directional 24 Hour bezelProtective patented antishock movement mountAutomatic helium escape valve and crown protectorScrew down crown Diameter: 43mm Length: 51mm Depth:16.5mmLug Width: 22mm,,Stainless steel screw-in and decorated closed case back,Stainless steel Bremont Trip-Tick® case construction with scratch resistant DLC treated case barrelBlack ceramic uni-directional 24 Hour bezelProtective patented antishock movement mountAutomatic helium escape valve and crown protectorScrew down crown Diameter: 43mm Length: 51mm Depth:16.5mmLug Width: 22mm,Stainless steel Bremont Trip-Tick® case construction with scratch resistant DLC treated case barrelBlack ceramic uni-directional 24 Hour bezelProtective patented antishock movement mountAutomatic helium escape valve and crown protectorScrew down crown Diameter: 43mm Length: 51mm Depth:16.5mmLug Width: 22mm,51mm,Stainless steel Bremont Trip-Tick® case construction with scratch resistant DLC treated case barrelBlack ceramic uni-directional 24 Hour bezelProtective patented antishock movement mountAutomatic helium escape valve and crown protectorScrew down crown Diameter: 43mm Length: 51mm Depth:16.5mmLug Width: 22mm,,,['sapphire crystal'],"50 ATM, 500 metres","Weight




115g (watch head only)","Black metal dial with nickel plated applied indexes, filled with vintage Super LumiNova® (Blue emission)Black dial ring with minutes trackBremont classic raised central sectionDate window at 3 Hour positionPolished nickel plated hour, minute and second hands filled with vintage Super-LumiNova® (Blue emission)Polished nickel plated GMT hand with orange tip, filled with vintage Super-LumiNova® (Green Emission)","Black metal dial with nickel plated applied indexes, filled with vintage Super LumiNova® (Blue emission)Black dial ring with minutes trackBremont classic raised central sectionDate window at 3 Hour positionPolished nickel plated hour, minute and second hands filled with vintage Super-LumiNova® (Blue emission)Polished nickel plated GMT hand with orange tip, filled with vintage Super-LumiNova® (Green Emission)",,,,"Modified Calibre 11 1/2’’’ BE-932AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve","Modified Calibre 11 1/2’’’ BE-932AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve","Modified Calibre 11 1/2’’’ BE-932AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve","Modified Calibre 11 1/2’’’ BE-932AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve","Modified Calibre 11 1/2’’’ BE-932AV25 JewelsGlucydur balance wheelAnachron balance springNivaflex mainspring28,800bph (4Hz)50-hour power reserve",Central Hour/Minute/Seconds/GMTDate at 3 Hour,"Technical features for the S502 not only include its GMT functionality but also its deep-diving features with 500m water resistance and an automatic helium escape valve with a screw-down crown. The technical design aesthetic of the watch is complemented by Bremont’s vintage Super-LumiNova® which can be seen on the black ceramic unidirectional bezel featuring 24 hour markers.Encased in a robust 43mm stainless steel Bremont Trip-Tick case with a domed anti-reflective, scratch resistant sapphire crystal and 24 hour uni-directional rotating bezel. Powered by a modified calibre BE-932AV automatic movement, chronometer rated to ISO 3159 standard.Available on Vintage Brown Leather, Black Integrated Rubber or Stainless Steel Bracelet.","The Supermarine S502 is a mission-ready mechanical timepiece with GMT function, 50-hour power reserve and 500m water resistance. Built from a desire to create a fit for purpose technical dive watch that was inspired by, and suited to, the brand’s adventure-based roots.Stainless steel bracelet."
